CHILDID,PUBID,ID,obs_num,o_lifetime_earn,race,sex,treated_HS,life_earn_HS,treated_BA,life_earn_BA,treated_AA,life_earn_AA,treated_CJ,life_earn_CJ,treated_race,life_earn_race,treated_isscommschools,life_earn_isscommschools,treated_jobquality,life_earn_jobquality,treated_jobtraining,life_earn_jobtraining,race_sex,indic
1101023C,6677,81564,1,242473.09,Hispanic,Male,0,242473.06,0,242473.06,0,242473.06,0,242473.06,1,154688.48,1,236239.14,1,288514.44,1,253957.16,6,1
1102020C,117,1159,1,337457.72,Black,Male,0,337457.75,0,337457.75,0,337457.75,0,346765.16,1,753695.94,1,351203.97,1,384251.28,1,349788.44,4,1
1102022C,3394,42958,4,1054695.3,Hispanic,Male,0,1054695.3,0,1054695.3,0,1054695.3,0,1054695.3,1,1362713.5,1,1082613,0,1054695.3,0,1054695.3,6,1
1105011C,6757,82202,2,536417.06,Hispanic,Female,0,536418.63,0,536418.63,0,536418.63,0,536418.63,1,604972.63,0,536418.63,0,536418.63,0,536418.63,5,1
1107012C,2462,31346,3,306748.84,White and Other,Female,0,306748.59,0,306748.59,0,306748.59,0,306748.59,1,306748.59,0,306748.59,1,354042.63,1,319284.09,1,1
1107018C,1521,18262,2,610449.06,White and Other,Female,0,610448.56,0,610448.56,0,610448.56,0,610448.56,1,610448.56,0,610448.56,0,610448.56,1,635676.88,1,1
1107021C,6272,76535,4,594542.94,White and Other,Male,0,594542.94,0,594542.94,0,594542.94,0,594542.94,1,594542.94,0,594542.94,0,594542.94,1,594542.94,2,1
1107024C,3192,39905,1,1002668.4,White and Other,Female,0,1002668,0,1002668,0,1002668,0,1002668,1,1002668,0,1002668,0,1002668,0,1002668,1,1
1111022C,8324,94232,1,778137.56,Black,Male,0,778137.63,0,778137.63,0,778137.63,0,786902.63,1,1379731.5,0,778137.63,1,833048.13,0,778137.63,4,1
1112014C,2487,31680,3,551724.88,White and Other,Male,0,551725.75,0,551725.75,0,551725.75,0,551725.75,1,551725.75,1,634296,1,667402,1,591323.25,2,1
1112019C,8811,97602,3,1015714.9,Hispanic,Male,0,1015714.7,0,1015714.7,0,1015714.7,0,1015714.7,1,1207238.5,0,1015714.7,1,1038684.9,0,1015714.7,6,1
1113002C,1942,24191,1,392797.97,Hispanic,Female,0,392797.97,0,392797.97,0,392797.97,0,392797.97,1,461048.84,0,392797.97,0,392797.97,1,392797.97,5,1
1113006C,1977,24560,2,284785.63,Black,Female,0,284785.63,0,284785.63,1,455070.97,0,284785.63,1,300007.28,1,306302.94,0,284785.63,1,302780.84,3,1
1113007C,1324,15611,4,288015.53,Black,Female,0,288015.53,0,288015.53,0,288015.53,0,288015.53,1,243451.31,1,314442.75,0,288015.56,1,288015.53,3,1
1113008C,935,10998,1,1307411.6,Hispanic,Female,0,1307415.9,0,1307415.9,0,1307415.9,0,1307415.9,1,1382532,0,1307415.9,0,1307415.9,0,1307415.9,5,1
1113008C,4372,56316,2,877979.44,Hispanic,Female,0,877982.94,0,877982.94,0,877982.94,0,877982.94,1,1036784.6,0,877982.94,0,877982.94,0,877982.94,5,1
1113009C,18,235,2,279138.94,Black,Male,0,279138.94,0,279138.94,0,279138.94,0,292014.28,1,674363.81,1,347939.41,1,314334.69,1,288315.03,4,1
1116014C,472,5667,4,708809.13,Hispanic,Female,0,708811.5,0,708811.5,0,708811.5,0,708811.5,1,857932.56,1,722605.81,0,708811.5,0,708811.5,5,1
1116015C,8179,93069,1,650868.25,Hispanic,Male,0,650868.19,1,1348221.8,0,650868.19,0,650868.19,1,826839.56,1,666989.63,0,650868.19,1,689043.81,6,1
1117023C,494,5939,4,207257.55,Hispanic,Female,1,746378.94,0,207261.22,0,207261.22,0,207261.22,1,262184.13,1,213987.78,0,207261.22,1,222832.61,5,1
1118006C,2254,28638,3,707798.81,White and Other,Male,0,707799.38,0,707799.38,0,707799.38,0,707799.38,1,707799.38,0,707799.38,1,802333.44,1,733409.69,2,1
1118007C,928,10905,3,600559.44,Hispanic,Female,0,600559.5,0,600559.5,0,600559.5,0,600559.5,1,715605.63,0,600559.5,0,600559.5,0,600559.5,5,1
1119009C,2086,26339,2,1332452,White and Other,Male,0,1332452.1,0,1332452.1,0,1332452.1,0,1332452.1,1,1332452.1,0,1332452.1,0,1332452.1,0,1332452.1,2,1
1125013C,512,6081,4,44971.742,Hispanic,Female,0,44971.746,0,44971.746,0,44971.746,0,44971.746,1,134992.17,1,51838.762,0,44971.746,1,44971.746,5,1
1125015C,7239,85870,1,440627.97,Hispanic,Male,0,440627.94,0,440627.94,0,440627.94,0,440627.94,1,718836.38,1,459306.16,0,440627.94,1,498831.22,6,1
1125015C,7239,85870,3,440627.97,Hispanic,Male,0,440627.94,0,440627.94,0,440627.94,0,440627.94,1,765061.75,1,459306.16,0,440627.94,1,498831.16,6,1
1125020C,1937,24135,3,1117967.1,Hispanic,Male,0,1117967.3,0,1117967.3,0,1117967.3,0,1117967.3,1,1255255.9,1,1134026.9,0,1117967.3,0,1117967.3,6,1
1125020C,8186,93224,4,117105.69,Hispanic,Male,0,117105.59,0,117105.59,1,442068.72,0,117105.59,1,339306.88,1,119989.95,1,196104.25,1,143624.13,6,1
1126015C,2586,32680,3,306748.84,White and Other,Female,0,306748.84,0,306748.84,0,306748.84,0,306748.84,1,306748.84,1,318923.34,0,306748.84,1,306748.84,1,1
1126021C,1816,22222,1,538724.94,Hispanic,Male,0,538724.88,0,538724.88,0,538724.88,0,538724.88,1,699069.75,0,538724.88,1,632713,1,570391.31,6,1
1126021C,6862,83156,3,833908.56,Hispanic,Male,0,833908.38,0,833908.38,0,833908.38,0,833908.38,1,964436,1,812011.63,0,833908.38,1,833908.38,6,1
1132020C,8815,97623,3,326921.13,Hispanic,Female,0,326924.22,0,326924.22,0,326924.22,0,326924.22,1,443972.28,1,351569.22,0,326924.22,1,351408.5,5,1
1133013C,4989,63356,3,103861.97,White and Other,Male,0,103862.42,0,103862.42,0,103862.42,0,103862.42,1,103862.42,0,103862.42,1,154989.28,1,117372.91,2,1
1134013C,4731,60739,2,2733609,White and Other,Male,0,2733611.8,0,2733611.8,0,2733611.8,0,2733611.8,1,2733611.8,0,2733611.8,0,2733611.8,0,2733611.8,2,1
1134017C,6548,80324,1,1322220,White and Other,Female,0,1322219.1,0,1322219.1,0,1322219.1,0,1322219.1,1,1322219.1,0,1322219.1,0,1322219.1,0,1322219.1,1,1
1135020C,916,10675,1,1166663,White and Other,Female,0,1166662.4,0,1166662.4,0,1166662.4,0,1166662.4,1,1166662.4,0,1166662.4,0,1166662.4,0,1166662.4,1,1
1137021C,6782,82395,4,1251900,Hispanic,Female,0,1251902.6,0,1251902.6,0,1251902.6,0,1251902.6,1,1268270.4,1,1263543.4,0,1251902.6,1,1278424.4,5,1
1138017C,225,2623,4,887912.69,White and Other,Male,0,887914.06,0,887914.06,0,887914.06,0,887914.06,1,887914.06,0,887914.06,0,887914.06,1,946817.75,2,1
1138022C,2539,32321,1,124843.16,White and Other,Female,0,124843.3,0,124843.3,0,124843.3,0,124843.3,1,124843.3,1,292346.88,0,124843.3,1,121291.52,1,1
1142008C,7439,87432,2,34593.867,Hispanic,Male,0,34593.723,0,34593.723,0,34593.723,0,34593.723,1,66677.93,1,52166.758,1,112239.31,1,60734.109,6,1
1145019C,882,10345,1,187289.91,Hispanic,Male,0,187289.91,0,187289.91,0,187289.91,0,187289.91,1,638037.25,1,190275.05,1,268864,1,208993.11,6,1
1147006C,6484,78997,3,1292952.6,White and Other,Female,0,1292952.1,0,1292952.1,0,1292952.1,0,1292952.1,1,1292952.1,0,1292952.1,0,1292952.1,0,1292952.1,1,1
1147020C,1132,13189,4,353083.09,White and Other,Female,0,353082.66,0,353082.66,0,353082.66,0,353082.66,1,353082.66,0,353082.66,1,415040.19,1,374183.25,1,1
1148007C,581,7119,3,546505.94,White and Other,Male,0,546507.44,0,546507.44,0,546507.44,0,546507.44,1,546507.44,1,560148.25,0,546507.44,1,615995.56,2,1
1148007C,581,7126,3,546505.94,White and Other,Male,0,546507.44,0,546507.44,1,661592,0,546507.44,1,546507.44,1,572573.38,0,546507.44,1,615995.56,2,1
1148022C,6271,76512,1,818168.44,White and Other,Female,0,818168.06,0,818168.06,0,818168.06,0,818168.06,1,818168.06,0,818168.06,0,818168.06,1,835381.69,1,1
1149002C,4124,52837,1,524444.94,Hispanic,Female,0,524446.44,0,524446.44,0,524446.44,0,524446.44,1,687136.19,1,550029.06,0,524446.44,0,524446.44,5,1
1149011C,7240,85881,2,141302.97,Hispanic,Female,0,141304.45,0,141304.45,0,141304.45,0,141304.45,1,190975.17,1,147617.59,1,165141.94,1,147545.27,5,1
1149011C,7240,85881,3,141302.97,Hispanic,Female,0,141304.45,0,141304.45,0,141304.45,0,141304.45,1,192510.63,1,155860.05,1,165141.92,1,147545.27,5,1
1154007C,6710,81825,2,397951.88,Hispanic,Male,0,397951.88,0,397951.88,1,722401.75,0,397951.88,1,556761,1,416693.34,0,397951.88,1,436403.72,6,1
1154007C,6710,81825,4,397951.88,Hispanic,Male,0,397951.88,0,397951.88,0,397951.88,0,397951.88,1,526840.63,1,427321.75,0,397951.91,1,436403.72,6,1
1155009C,2145,27017,4,928345.94,White and Other,Male,0,928347.56,0,928347.56,0,928347.56,0,928347.56,1,928347.56,0,928347.56,0,928347.56,1,1002486,2,1
1155010C,1641,19988,2,334148.94,White and Other,Female,1,728749.31,0,334148.22,0,334148.22,0,334148.22,1,334148.22,0,334148.22,0,334148.22,1,353070.16,1,1
1155010C,4725,60680,4,583051.44,White and Other,Female,0,583050.75,0,583050.75,0,583050.75,0,583050.75,1,583050.75,0,583050.75,0,583050.75,1,617523.31,1,1
1155012C,6282,76653,3,905880,Hispanic,Male,0,905879.94,0,905879.94,0,905879.94,0,905879.94,1,1101805.4,0,905879.94,0,905879.94,1,969960.5,6,1
1155016C,6793,82515,2,557443.25,Hispanic,Female,0,557448.19,0,557448.19,0,557448.19,0,557448.19,1,788104.19,1,568611.44,0,557448.19,0,557448.19,5,1
1156006C,4143,52989,3,949344.25,White and Other,Female,0,949344,0,949344,0,949344,0,949344,1,949344,1,959034.38,0,949344,0,949344,1,1
1157004C,6782,82414,4,1251900,Hispanic,Female,0,1251902.6,0,1251902.6,0,1251902.6,0,1251902.6,1,1379807.9,1,1262954.9,0,1251902.6,1,1278424.4,5,1
1157021C,6936,83685,1,75880.539,Hispanic,Female,0,75880.547,0,75880.547,0,75880.547,0,75880.547,1,158631.61,1,91436.313,0,75880.547,1,75880.547,5,1
1157022C,4075,52124,1,329915.97,White and Other,Female,0,329915.97,0,329915.97,0,329915.97,0,329915.97,1,329915.97,1,341601.34,0,329915.97,1,329915.97,1,1
1163011C,3412,43256,2,388527.72,White and Other,Male,0,388528.88,0,388528.88,0,388528.88,0,388528.88,1,388528.88,0,388528.88,0,388528.88,1,429060.38,2,1
1163013C,3640,46045,3,1367726.6,White and Other,Male,0,1367726.9,0,1367726.9,0,1367726.9,0,1367726.9,1,1367726.9,0,1367726.9,0,1367726.9,0,1367726.9,2,1
1164009C,4092,52351,3,403309.69,Black,Female,0,403309.69,0,403309.69,0,403309.69,0,403309.69,1,622904.75,0,403309.69,1,441958.63,1,413795.75,3,1
1164024C,6865,83198,3,204240.95,Black,Male,0,204240.95,0,204240.95,0,204240.95,0,217058.38,1,1266626.8,0,204240.95,1,212306.47,1,205728.33,4,1
1165012C,994,11709,2,1406156.5,White and Other,Male,0,1406158.3,0,1406158.3,0,1406158.3,0,1406158.3,1,1406158.3,0,1406158.3,0,1406158.3,1,1477787.4,2,1
1165016C,1134,13195,1,704058.44,White and Other,Female,0,704058.13,0,704058.13,1,879947.38,0,704058.13,1,704058.13,0,704058.13,1,765228.63,1,720555.69,1,1
1166006C,8179,93079,1,650868.25,Hispanic,Male,0,650868.19,1,1348221.8,0,650868.19,0,650868.19,1,734000.63,1,668333.94,0,650868.19,1,689043.81,6,1
1166017C,444,5400,4,91305.969,Hispanic,Female,0,91308.625,0,91308.625,0,91308.625,0,91308.625,1,600921.38,1,99025.914,0,91308.625,1,102615.48,5,1
1166018C,1929,23998,3,232111.86,Hispanic,Male,0,232111.81,0,232111.81,0,232111.81,0,232111.81,1,226787.73,1,219139.06,1,318379.53,1,255091.69,6,1
1167003C,7557,88384,3,259595.97,Hispanic,Female,0,259595.97,0,259595.97,0,259595.97,0,259595.97,1,310206.59,1,302293.97,0,259595.97,1,259595.97,5,1
1167008C,4734,60765,3,418634.09,Hispanic,Male,0,418634.06,0,418634.06,0,418634.06,0,418634.06,1,671551.06,0,418634.06,0,418634.06,1,453255.91,6,1
1167017C,4715,60544,1,213261.73,Hispanic,Female,0,213263.89,1,624487.44,0,213263.89,0,213263.89,1,525482.69,1,222846.67,1,263039.66,1,230358.61,5,1
1167024C,6681,81608,2,182413.39,Hispanic,Male,0,182413.36,0,182413.36,0,182413.36,0,182413.36,1,483864.03,0,182413.39,1,245899.17,1,198642.36,6,1
1168010C,6926,83616,2,386587.22,Hispanic,Male,1,798876.88,0,386587.28,0,386587.28,0,386587.28,1,708346.44,1,391849.84,0,386587.28,1,417839.16,6,1
1168016C,5472,68490,4,68138.859,Hispanic,Female,0,68139.125,0,68139.125,0,68139.125,0,68139.125,1,128085.84,0,68139.125,1,74053.984,1,69269.805,5,1
1169012C,6596,80875,1,746653.63,Hispanic,Male,0,746653.63,0,746653.63,0,746653.63,0,746653.63,1,1132854.3,1,752509.75,0,746653.63,1,785096.19,6,1
1171004C,8173,92929,3,289174.41,Hispanic,Male,0,289174.38,0,289174.38,0,289174.38,0,289174.38,1,347040.25,0,289174.41,0,289174.41,1,318951.06,6,1
1171009C,233,2732,3,531797.44,Hispanic,Male,0,531797.38,0,531797.38,0,531797.38,0,531797.38,1,561937.88,1,535117.94,0,531797.44,1,574019.31,6,1
1171013C,4054,51788,3,909995.81,Hispanic,Male,0,909995.75,0,909995.75,0,909995.75,0,909995.75,1,977094.31,1,899981.63,1,986706.88,1,929699.31,6,1
1171015C,6678,81577,4,39886.594,Hispanic,Female,0,39886.598,0,39886.598,0,39886.598,0,39886.598,1,111566.99,1,38902.941,0,39886.598,1,39886.598,5,1
1171022C,6937,83696,3,52283.93,Hispanic,Female,0,52282.664,0,52282.664,0,52282.664,0,52282.664,1,137326.75,1,53172.98,0,52282.664,1,52139.625,5,1
1173021C,6641,81152,4,227634.83,Hispanic,Male,1,493886.78,0,227634.78,0,227634.78,0,227634.78,1,569926.38,0,227634.81,1,292801.44,1,244943.7,6,1
1174011C,4329,55484,4,386941.38,Hispanic,Male,0,386941.31,0,386941.31,0,386941.31,0,386941.31,1,508917.38,1,421854.47,0,386941.31,1,418998.91,6,1
1174013C,454,5495,3,478191.44,Hispanic,Male,0,478191.41,0,478191.41,0,478191.41,0,478191.41,1,862388.81,1,820568.13,1,572633.25,1,510013.66,6,1
1174019C,8985,99519,2,373883.88,Hispanic,Male,0,373883.81,0,373883.81,0,373883.81,0,373883.81,1,1006569.9,1,393977.59,1,450855.09,1,394335.03,6,1
1178006C,6889,83394,4,975580.5,Black,Female,0,975580.56,0,975580.56,0,975580.56,0,975580.56,1,960421.13,0,975580.56,0,975580.56,0,975580.56,3,1
1179001C,7683,89731,4,302398.84,Hispanic,Female,0,302398.84,0,302398.84,0,302398.84,0,302398.84,1,471523.88,1,330488.13,0,302398.84,1,302398.84,5,1
1179012C,456,5522,2,1211166.8,Hispanic,Male,0,1211166.9,0,1211166.9,0,1211166.9,0,1211166.9,1,1072955.8,1,1225856.4,0,1211166.9,0,1211166.9,6,1
1181013C,1020,12165,2,2658711,White and Other,Male,0,2658713.5,0,2658713.5,0,2658713.5,0,2658713.5,1,2658713.5,0,2658713.5,0,2658713.5,0,2658713.5,2,1
1182012C,2348,30176,3,1208561.4,White and Other,Female,0,1208561,0,1208561,0,1208561,0,1208561,1,1208561,0,1208561,0,1208561,0,1208561,1,1
1186023C,4231,54007,4,224980.33,Black,Female,0,224980.34,0,224980.34,0,224980.34,0,224980.34,1,183973.63,0,224980.34,0,224980.34,1,216496.13,3,1
1188011C,3048,38156,3,651483.5,White and Other,Male,0,651484.94,0,651484.94,0,651484.94,0,651484.94,1,651484.94,0,651484.94,0,651484.94,1,717502.88,2,1
1189003C,2074,25970,2,1074232.4,White and Other,Male,0,1074232.8,0,1074232.8,0,1074232.8,0,1074232.8,1,1074232.8,0,1074232.8,0,1074232.8,0,1074232.8,2,1
1189006C,432,5284,1,1151152.8,Hispanic,Male,0,1151152.6,0,1151152.6,0,1151152.6,0,1151152.6,1,1285719,0,1151152.6,0,1151152.6,1,1205689.3,6,1
1189013C,7550,88301,2,720142.75,Hispanic,Male,0,720142.69,0,720142.69,1,1043602.9,0,720142.69,1,950422,1,719855.63,0,720142.69,1,776042.75,6,1
1192018C,3167,39479,3,1202241.1,White and Other,Male,0,1202241.5,0,1202241.5,0,1202241.5,0,1202241.5,1,1202241.5,1,1226109,1,1251699.4,1,1213049.9,2,1
1194022C,7414,87268,4,707459.63,Hispanic,Female,0,707462.13,0,707462.13,0,707462.13,0,707462.13,1,838668.63,0,707462.13,1,775055.69,0,707462.13,5,1
1198014C,8533,95433,3,75639.617,Hispanic,Male,0,75639.625,0,75639.625,0,75639.625,0,75639.625,1,331844,1,108963.63,0,75639.633,1,75639.625,6,1
1198024C,8815,97626,1,326921.13,Hispanic,Female,0,326924.19,0,326924.19,0,326924.19,0,326924.19,1,417106.56,1,351569.22,0,326924.19,1,351408.5,5,1
1200007C,1083,12702,4,892789,White and Other,Female,0,892788.31,0,892788.31,0,892788.31,0,892788.31,1,892788.31,0,892788.31,0,892788.31,0,892788.31,1,1
1204016C,1538,18577,1,601827,Hispanic,Male,0,601827,0,601827,0,601827,0,601827,1,739858.94,0,601827,1,646370.63,1,612903.69,6,1
1205012C,3208,40260,2,399408.88,White and Other,Male,0,399409.75,0,399409.75,0,399409.75,0,399409.75,1,399409.75,1,400077.31,1,416789.94,1,399590.59,2,1
1208004C,7943,91472,2,646174.94,Black,Male,0,646174.94,0,646174.94,0,646174.94,0,655869.13,1,1163919.1,0,646174.94,1,664776.94,1,650034.75,4,1
1208005C,4498,57509,2,496508.88,Hispanic,Male,0,496508.94,0,496508.94,0,496508.94,0,496508.94,1,456857.94,1,513373.94,0,496508.94,1,534376.56,6,1
1208012C,862,10046,1,115291.74,White and Other,Female,0,115291.71,0,115291.71,0,115291.71,0,115291.71,1,115291.71,1,141122.27,1,119179.83,1,115933.55,1,1
1208013C,6521,79569,1,355541.34,Hispanic,Female,0,355546.66,0,355546.66,0,355546.66,0,355546.66,1,417904.03,0,355546.66,0,355546.66,1,378013.03,5,1
1208017C,2901,36156,1,971379,White and Other,Male,1,1417741.3,0,971379.56,0,971379.56,0,971379.56,1,971379.56,0,971379.56,1,1053316.3,1,993582.31,2,1
1209007C,1826,22326,1,1234433.1,White and Other,Male,0,1234433.5,0,1234433.5,0,1234433.5,0,1234433.5,1,1234433.5,0,1234433.5,0,1234433.5,0,1234433.5,2,1
1209023C,2184,27722,2,1180783.4,White and Other,Female,0,1180782.9,0,1180782.9,0,1180782.9,0,1180782.9,1,1180782.9,0,1180782.9,0,1180782.9,0,1180782.9,1,1
1210008C,8820,97696,1,331085.56,Hispanic,Male,0,331085.53,0,331085.53,0,331085.53,0,331085.53,1,491756.5,1,348551.25,1,384104.44,1,344344.78,6,1
1210012C,6933,83671,2,89694.242,Hispanic,Female,1,329032.75,0,89695.336,0,89695.336,0,89695.336,1,164879.09,0,89695.336,1,107686.47,1,94345.953,5,1
1210021C,7557,88381,1,259595.97,Hispanic,Female,0,259595.97,0,259595.97,0,259595.97,0,259595.97,1,395476.41,1,271448,0,259595.97,1,259595.97,5,1
1212002C,2086,26328,4,1174504.8,White and Other,Male,0,1174504.9,0,1174504.9,0,1174504.9,0,1174504.9,1,1174504.9,0,1174504.9,0,1174504.9,0,1174504.9,2,1
1212004C,3617,45799,3,279469,White and Other,Female,0,279468.16,0,279468.16,0,279468.16,0,279468.16,1,279468.16,0,279468.16,0,279468.16,1,301230.41,1,1
1212011C,6865,83172,3,204240.95,Black,Male,1,465001.59,0,204240.95,0,204240.95,1,252151,1,1336938.1,0,204240.95,1,212306.47,1,205728.31,4,1
1212018C,6524,79617,4,969390,White and Other,Female,0,969389.56,0,969389.56,0,969389.56,0,969389.56,1,969389.56,0,969389.56,0,969389.56,1,996251.63,1,1
1212021C,4644,59680,3,865173.88,White and Other,Male,0,865174.44,0,865174.44,0,865174.44,0,865174.44,1,865174.44,0,865174.44,0,865174.44,0,865174.44,2,1
1213001C,6677,81485,1,242473.09,Hispanic,Male,1,505333.69,0,242473.09,0,242473.09,0,242473.09,1,200948.88,1,219484.47,1,288514.47,1,253957.19,6,1
1213021C,7349,86678,3,242473.09,Hispanic,Male,0,242473.09,0,242473.09,0,242473.09,0,242473.09,1,181475.42,1,371495.19,1,288514.47,1,253957.2,6,1
1215021C,4740,60811,1,1110670.4,Hispanic,Male,0,1110670.3,0,1110670.3,0,1110670.3,0,1110670.3,1,1003071.1,1,1094698.6,0,1110670.3,0,1110670.3,6,1
1216020C,4380,56371,1,962682.44,Hispanic,Female,0,962682.56,0,962682.56,0,962682.56,0,962682.56,1,1059791.6,1,974145.44,0,962682.56,0,962682.56,5,1
1218008C,1569,18876,1,135213.52,Hispanic,Male,0,135213.52,0,135213.52,0,135213.52,0,135213.52,1,369519.22,1,142770.44,1,167493.58,1,141621.64,6,1
1218018C,6078,74264,4,688317.25,Hispanic,Male,0,688317.25,0,688317.25,0,688317.25,0,688317.25,1,807260.13,1,708410.94,0,688317.25,1,723502.13,6,1
1221018C,929,10929,2,3077233.5,White and Other,Male,0,3077235.5,0,3077235.5,0,3077235.5,0,3077235.5,1,3077235.5,0,3077235.5,0,3077235.5,0,3077235.5,2,1
1221018C,6433,78357,3,1396034.3,White and Other,Male,0,1396035.5,0,1396035.5,0,1396035.5,0,1396035.5,1,1396035.5,0,1396035.5,0,1396035.5,0,1396035.5,2,1
1221023C,2039,25387,2,502693.5,White and Other,Female,0,502693.19,0,502693.19,0,502693.19,0,502693.19,1,502693.19,0,502693.19,1,563841.06,0,502693.19,1,1
1222008C,3477,44257,3,320775.13,White and Other,Female,0,320775.03,0,320775.03,0,320775.03,0,320775.03,1,320775.03,0,320775.03,1,335900.78,1,323908.91,1,1
1222017C,1647,20103,1,1140636.8,White and Other,Female,0,1140636.9,0,1140636.9,0,1140636.9,0,1140636.9,1,1140636.9,0,1140636.9,0,1140636.9,0,1140636.9,1,1
1222021C,1826,22325,1,887912.69,White and Other,Male,0,887913,0,887913,0,887913,0,887913,1,887913,0,887913,1,948204.19,1,901145,2,1
1224021C,6742,82119,4,453805.81,Hispanic,Male,0,453805.81,0,453805.81,0,453805.81,0,453805.81,1,528392.81,1,454743.94,0,453805.81,1,453805.81,6,1
1228010C,486,5831,2,1034648.8,White and Other,Female,0,1034648.6,0,1034648.6,0,1034648.6,0,1034648.6,1,1034648.6,0,1034648.6,0,1034648.6,0,1034648.6,1,1
1229013C,8614,95992,3,1354466.1,Hispanic,Male,0,1354466.1,0,1354466.1,0,1354466.1,0,1354466.1,1,1368935.1,0,1354466.1,0,1354466.1,0,1354466.1,6,1
1229021C,4703,60406,4,305617.28,White and Other,Male,0,305619.56,0,305619.56,0,305619.56,0,305619.56,1,305619.56,0,305619.56,0,305619.56,1,406207.16,2,1
1231012C,5064,64205,4,289743.25,White and Other,Male,0,289743.41,0,289743.41,0,289743.41,0,289743.41,1,289743.41,0,289743.41,1,327997.56,1,298013.41,2,1
1231014C,7012,84098,2,919292.69,Hispanic,Female,0,919293.75,0,919293.75,0,919293.75,0,919293.75,1,1019241.3,1,966329.44,0,919293.75,0,919293.75,5,1
1231015C,3609,45639,1,749775.63,White and Other,Male,0,749775.63,0,749775.63,0,749775.63,0,749775.63,1,749775.63,0,749775.63,0,749775.63,1,749775.63,2,1
1231019C,4633,59456,2,555881.44,White and Other,Female,0,555881,0,555881,0,555881,0,555881,1,555881,0,555881,1,612441.94,1,575128.19,1,1
1231022C,972,11449,3,705101.69,White and Other,Male,0,705103.31,0,705103.31,0,705103.31,0,705103.31,1,705103.31,0,705103.31,0,705103.31,0,705103.31,2,1
1236021C,2622,33139,3,610814.44,White and Other,Male,0,610815.31,0,610815.31,0,610815.31,0,610815.31,1,610815.31,0,610815.31,1,720564.94,1,648377.06,2,1
1236024C,392,4722,4,758195.94,Hispanic,Male,0,758196,0,758196,0,758196,0,758196,1,1037808.2,0,758196,1,815963.19,1,772746.75,6,1
1237016C,911,10610,2,764867.19,Hispanic,Male,0,764867.19,0,764867.19,0,764867.19,0,764867.19,1,519432.97,0,764867.19,0,764867.19,1,764867.19,6,1
1238010C,6494,79117,2,670349.81,White and Other,Male,0,670350.31,0,670350.31,0,670350.31,0,670350.31,1,670350.31,0,670350.31,1,747200.38,1,690838.56,2,1
1238022C,6727,82031,3,225713.56,Hispanic,Female,0,225713.61,0,225713.61,0,225713.61,0,225713.61,1,240352,1,236275.17,1,228050.92,1,226001.52,5,1
1239007C,557,6738,2,815773,Hispanic,Female,0,815773.25,0,815773.25,0,815773.25,0,815773.25,1,923506.94,0,815773.25,0,815773.25,0,815773.25,5,1
1245009C,2152,27139,3,486285.09,White and Other,Female,0,486285,0,486285,0,486285,0,486285,1,486285,0,486285,1,508741.72,0,486285,1,1
1245023C,6273,76542,1,1748849.4,White and Other,Male,0,1748852.4,0,1748852.4,0,1748852.4,0,1748852.4,1,1748852.4,0,1748852.4,0,1748852.4,0,1748852.4,2,1
1246010C,7845,90812,2,558149.88,Black,Male,0,558149.94,0,558149.94,0,558149.94,0,566914.94,1,1175689.9,0,558149.94,0,558149.94,0,558149.94,4,1
1246021C,2649,33404,4,482195.97,White and Other,Male,0,482195.97,0,482195.97,0,482195.97,0,482195.97,1,482195.97,1,500559.41,0,482195.97,1,482195.97,2,1
1247013C,2966,37157,1,213261.73,Hispanic,Female,0,213261.73,0,213261.73,0,213261.73,0,213261.73,1,440224.94,1,222997.2,0,213261.73,1,213261.73,5,1
1247013C,2966,37152,1,213261.73,Hispanic,Female,0,213261.75,0,213261.75,0,213261.75,0,213261.75,1,410237.91,1,222997.2,0,213261.75,1,213261.75,5,1
1247013C,2966,37143,4,213261.73,Hispanic,Female,0,213261.75,1,624485.25,0,213261.75,0,213261.75,1,457214.28,1,222997.19,0,213261.75,1,213261.75,5,1
1247014C,8379,94563,3,109865.02,Hispanic,Male,0,109865.02,0,109865.02,0,109865.02,0,109865.02,1,161471.41,1,73011.18,1,157440.02,1,121766.27,6,1
1247020C,4497,57476,1,344221.34,Hispanic,Male,1,628320.25,0,344221.31,0,344221.31,0,344221.31,1,422262.72,1,464404.31,1,412630.28,1,367189.53,6,1
1247020C,3669,46517,1,625297.31,Hispanic,Male,0,625297.31,0,625297.31,1,1188017.6,0,625297.31,1,1118106.6,1,608208.44,0,625297.31,1,676363.63,6,1
1247020C,6533,80067,3,220716.27,Hispanic,Male,0,220716.33,0,220716.33,0,220716.33,0,220716.33,1,395173.09,1,208611.84,1,293845.72,1,240191.13,6,1
1247020C,3669,46517,3,625297.31,Hispanic,Male,0,625297.25,0,625297.25,0,625297.25,0,625297.25,1,807469.5,1,608208.44,0,625297.25,1,676363.56,6,1
1248016C,3390,42901,4,1263320.4,White and Other,Male,0,1263322,0,1263322,0,1263322,0,1263322,1,1263322,0,1263322,0,1263322,1,1334096.8,2,1
1249008C,7572,88666,3,420958.16,Hispanic,Male,0,420958.13,0,420958.13,0,420958.13,0,420958.13,1,612042.06,1,439699.63,1,507954.56,1,444136.19,6,1
